,X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
3502,-8978996.2067,5011503.0023,3505,29344512,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN BOARDMAN,"8401 MARKET STREET, 7TH FLOOR SOUTH",BOARDMAN,OH,44512,NOT AVAILABLE,(330) 480-6664,LONG TERM CARE,OPEN,24,MAHONING,39099,USA,40.9943139050001,-80.6596952849999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,https://boardman.selectspecialtyhospitals.com/,1515,NOT AVAILABLE,39,PROPRIETARY,-999,24,NOT AVAILABLE,Y
3510,-9153087.8751,5071402.5888,3513,7344001,SPECIALTY HOSPITAL OF LORAIN,"254 CLEVELAND AVENUE, 2ND FLOOR",AMHERST,OH,44001,NOT AVAILABLE,(440) 988-6260,LONG TERM CARE,OPEN,30,LORAIN,39093,USA,41.3991966300001,-82.2235873509999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.specialtyhospitaloflorain.org/,1433,COMMUNITY SPECIALTY HOSPITAL,39,NON-PROFIT,-999,30,NOT AVAILABLE,Y
3534,-9408812.8153,4741753.0629,3537,126345220,"SELECT SPECIALTY HOSPITAL-CINCINNATI, INC","375 DIXMYTH AVE, 15TH FLOOR",CINCINNATI,OH,45220,NOT AVAILABLE,(513) 862-4444,LONG TERM CARE,OPEN,36,HAMILTON,39061,USA,39.1400543830001,-84.520803574,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://cincinnati.selectspecialtyhospitals.com/,1424,NOT AVAILABLE,39,PROPRIETARY,-999,36,NOT AVAILABLE,N
3535,-9060947.0157,4984686.5604,3538,126744708,"SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO, INC","1320 MERCY DRIVE, 6TH FLOOR",CANTON,OH,44708,NOT AVAILABLE,(330) 489-8189,LONG TERM CARE,OPEN,30,STARK,39151,USA,40.8122408930001,-81.395871928,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://canton.selectspecialtyhospitals.com/,1452,NOT AVAILABLE,39,PROPRIETARY,-999,30,NOT AVAILABLE,Y
3560,-9186992.3427,4975926.7333,3563,123544903,KINDRED HOSPITAL CENTRAL OHIO,"335 GLESSNER AVENUE, 5TH FLOOR",MANSFIELD,OH,44903,NOT AVAILABLE,(419) 526-0777,LONG TERM CARE,CLOSED,33,RICHLAND,39139,USA,40.752656556,-82.528156365,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/default.aspx,2016/09/14 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.khcentralohio.com/,1426,NOT AVAILABLE,39,PROPRIETARY,-999,33,NOT AVAILABLE,Y
3587,-9241999.1248,4859819.8023,3591,28443222,SELECT SPECIALTY HOSPITAL MT. CARMEL,"793 WEST STATE STREET, 5TH FLOOR",COLUMBUS,OH,43222,NOT AVAILABLE,(717) 972-1139,LONG TERM CARE,OPEN,24,FRANKLIN,39049,USA,39.957855211,-83.022290696,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/20 00:00:00,http://columbusmountcarmel.selectspecialtyhospitals.com/,1456,NOT AVAILABLE,39,PROPRIETARY,-999,24,NOT AVAILABLE,Y
3588,-9240500.9502,4863704.4422,3592,126443201,"SELECT SPECIALTY HOSPITAL-COLUMBUS, INC","1087 DENNISON AVENUE, 2ND FLOOR",COLUMBUS,OH,43201,NOT AVAILABLE,(717) 972-1139,LONG TERM CARE,OPEN,162,FRANKLIN,39049,USA,39.984598599,-83.008832365,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://columbusvictorianvillage.selectspecialtyhospitals.com/,1429,NOT AVAILABLE,39,PROPRIETARY,-999,162,NOT AVAILABLE,N
3589,-9235383.7445,4861698.6627,3593,28543205,SELECT SPECIALTY HOSPITAL COLUMBUS EAST,"181 TAYLOR AVE, 6TH FLOOR",COLUMBUS,OH,43205,NOT AVAILABLE,(717) 972-1100,LONG TERM CARE,OPEN,23,FRANKLIN,39049,USA,39.970791331,-82.962863724,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/20 00:00:00,http://columbuseast.selectspecialtyhospitals.com/,1513,NOT AVAILABLE,39,PROPRIETARY,-999,23,NOT AVAILABLE,Y
3594,-8976251.9115,5012786.0303,3598,123044512,GREENBRIAR REHABILITATION HOSPITAL,"8064 SOUTH AVENUE, SUITE ONE",BOARDMAN,OH,44512,NOT AVAILABLE,(330) 965-6432,REHABILITATION,OPEN,29,MAHONING,39099,USA,41.00301259,-80.635042862,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.advancedspecialtyhospitals.com/adv-spec-greenbriar.htm,1440,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
3595,-9388836.6562,4757868.5347,3599,128745219,REGENCY HOSPITAL OF CINCINNATI LLC,"10500 MONTGOMERY ROAD, 1ST FLOOR",CINCINNATI,OH,45219,NOT AVAILABLE,(717) 975-4503,LONG TERM CARE,OPEN,41,HAMILTON,39061,USA,39.252247455,-84.341354684,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://cincinnatinorth.selectspecialtyhospitals.com/,1463,SELECT SPECILATY HOSPITAL OF NORTH CINCINNATI,39,PROPRIETARY,-999,41,NOT AVAILABLE,Y
3596,-9373034.068,4829351.9538,3600,129845417,HAVEN BEHAVIORAL SENIOR CARE OF DAYTON,"ONE ELIZABETH PLACE, E3 SUITE A",DAYTON,OH,45417,NOT AVAILABLE,(615) 393-8879,PSYCHIATRIC,OPEN,32,MONTGOMERY,39113,USA,39.7477398670001,-84.199397619,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,https://dayton.havenbehavioral.com/,1506,NOT AVAILABLE,39,PROPRIETARY,-999,32,NOT AVAILABLE,N
3619,-9360611.5234,4967776.7468,3624,15745804,INSTITUTE FOR ORTHOPEDIC SURGERY,"801 MEDICAL DRIVE, SUITE B",LIMA,OH,45804,NOT AVAILABLE,(419) 224-7586,SPECIAL,OPEN,12,ALLEN,39003,USA,40.69717236,-84.087804002,622310,ORTHOPEDIC HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/01/31 00:00:00,http://www.ioshospital.com,1445,NOT AVAILABLE,39,PROPRIETARY,-999,12,NOT AVAILABLE,Y
3639,-8975199.7694,4917674.8703,3644,125443952,ACUITY SPECIALTY OHIO VALLEY,"380 SUMMIT AVENUE, 3RD FLOOR",STEUBENVILLE,OH,43952,NOT AVAILABLE,(740) 283-4799,LONG TERM CARE,CLOSED,24,JEFFERSON,39081,USA,40.3550688500001,-80.625591309,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/default.aspx,2016/09/14 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://steubenville.acuityhealthcare.ccgproof.com/,1466,NOT AVAILABLE,39,PROPRIETARY,-999,24,NOT AVAILABLE,N
3662,-9001215.0279,5112069.156,3667,8144084,GLENBEIGH,2863 STATE ROUTE 45,ROCK CREEK,OH,44084,NOT AVAILABLE,(440) 563-3400,PSYCHIATRIC,OPEN,114,ASHTABULA,39007,USA,41.672648145,-80.859290352,622210,"HOSPITALS, SUBSTANCE ABUSE",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.glenbeigh.com,1812,NOT AVAILABLE,39,NON-PROFIT,-999,114,NOT AVAILABLE,N
3663,-9240507.3073,4863606.9556,3668,124543201,OHIOHEALTH REHABILITATION HOSPITAL,"1087 DENNISON AVENUE, 4TH FLOOR",COLUMBUS,OH,43201,NOT AVAILABLE,(614) 484-9600,REHABILITATION,OPEN,74,FRANKLIN,39049,USA,39.9839275910001,-83.008889472,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.ohiohealth-rehab.com/,1511,NOT AVAILABLE,39,PROPRIETARY,-999,74,NOT AVAILABLE,N
3666,-9179924.1586,4872128.8189,3671,28943055,SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",NEWARK,OH,43055,NOT AVAILABLE,(717) 975-4502,LONG TERM CARE,OPEN,35,LICKING,39089,USA,40.0425593630001,-82.464661787,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,http://southeastohio.selectspecialtyhospitals.com/,1450,NOT AVAILABLE,39,PROPRIETARY,-999,35,NOT AVAILABLE,N
3671,-8992063.8472,5046392.3072,3676,29444484,SELECT SPECIALTY HOSPITAL WARREN CAMPUS,"667 EASTLAND AVE SE, 5TH FLOOR",WARREN,OH,44484,NOT AVAILABLE,(330) 841-4750,LONG TERM CARE,OPEN,25,TRUMBULL,39155,USA,41.2304477500001,-80.777083897,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,http://warren.selectspecialtyhospitals.com/,1475,NOT AVAILABLE,39,PROPRIETARY,-999,25,NOT AVAILABLE,Y
3797,-9083501.5571,5084884.353,3802,123444120,SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,NOT AVAILABLE,(216) 231-2094,LONG TERM CARE,OPEN,68,CUYAHOGA,39035,USA,41.4899792640001,-81.5984828209999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://clevelandfairhill.selectspecialtyhospitals.com/,1468,NOT AVAILABLE,39,PROPRIETARY,-999,68,NOT AVAILABLE,N
3798,-9238697.2197,4685675.5681,3803,123745662,KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,PORTSMOUTH,OH,45662,NOT AVAILABLE,(740) 991-0081,GENERAL ACUTE CARE,OPEN,10,SCIOTO,39145,USA,38.74825796,-82.992629178,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.kdmcohio.com/,1508,NOT AVAILABLE,39,NON-PROFIT,-999,10,NOT AVAILABLE,N
3801,-9383630.4243,4769271.2789,3806,128345040,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,NOT AVAILABLE,(513) 536-4673,PSYCHIATRIC,OPEN,34,WARREN,39165,USA,39.331523088,-84.294586307,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://lindnercenterofhope.org/,1481,NOT AVAILABLE,39,NON-PROFIT,-999,34,NOT AVAILABLE,N
3804,-9398704.0741,4746507.9698,3809,122045213,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,CINCINNATI,OH,45213,NOT AVAILABLE,(513) 531-6444,PSYCHIATRIC,OPEN,-999,HAMILTON,39061,USA,39.173175836,-84.429995207,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2018/03/19 00:00:00,http://www.blueridgevista.com/,1529,BRIDGEWELL HOSPITAL OF CINCINNATI,39,PROPRIETARY,-999,44,NOT AVAILABLE,N
3805,-9403180.4166,4749695.5965,3810,127445237,SUMMIT BEHAVIORAL HEALTHCARE,1101 SUMMIT ROAD,CINCINNATI,OH,45237,NOT AVAILABLE,(513) 948-3600,PSYCHIATRIC,OPEN,-999,HAMILTON,39061,USA,39.19537129,-84.470206876,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://mha.ohio.gov/default.aspx?tabid=192,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,291,NOT AVAILABLE,N
3818,-9232584.035,4887344.4319,3823,92,WESTERVILLE MEDICAL CAMPUS,300 POLARIS PKWY,WESTERVILLE,OH,43082,NOT AVAILABLE,(614) 533-3000,GENERAL ACUTE CARE,CLOSED,-999,DELAWARE,39041,USA,40.147119909,-82.937713506,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov,2015/03/03 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,https://www.ohiohealth.com/locations/medical-campus/westerville-medical-campus/,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
3935,-9233198.2156,4856583.2949,3940,192643209,RIVER VISTA HEALTH AND WELLNESS LLC,1599 ALUM CREEK DRIVE,COLUMBUS,OH,43209,NOT AVAILABLE,(614) 715-3933,PSYCHIATRIC,OPEN,-999,FRANKLIN,39049,USA,39.9355658320001,-82.943230784,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://www.rivervistahealth.com/,1913AHR,NOT AVAILABLE,39,NOT AVAILABLE,-999,80,NOT AVAILABLE,N
4313,-9216193.4439,4878498.3407,4322,192543054,WHITE FENCE SURGICAL SUITES,7272 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,NOT AVAILABLE,(614) 289-6282,SPECIAL,OPEN,-999,FRANKLIN,39049,USA,40.086349786,-82.790474321,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,http://www.whitefencesurg.com/,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
4399,-9067624.1944,4940972.7798,4408,13944622,UNION HOSPITAL,659 BOULEVARD,DOVER,OH,44622,NOT AVAILABLE,(330) 343-3311,GENERAL ACUTE CARE,OPEN,157,TUSCARAWAS,39157,USA,40.51436785,-81.455854045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.unionhospital.org,1285,NOT AVAILABLE,39,NON-PROFIT,-999,157,NOT AVAILABLE,Y
4400,-9280444.1599,4899433.7952,4409,11943040,MEMORIAL HOSPITAL OF UNION COUNTY,500 LONDON AVENUE,MARYSVILLE,OH,43040,NOT AVAILABLE,(937) 578-2289,GENERAL ACUTE CARE,OPEN,97,UNION,39159,USA,40.2300825410001,-83.367648323,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.memorialhosp.org,1286,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,97,NOT AVAILABLE,Y
4423,-9154641.1088,4699703.966,4432,245631,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,NOT AVAILABLE,(740) 446-5000,GENERAL ACUTE CARE,OPEN,287,GALLIA,39053,USA,38.846473143,-82.2375402869999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.holzer.org,1021,NOT AVAILABLE,39,NON-PROFIT,-999,287,NOT AVAILABLE,Y
4436,-9412808.1366,5082524.3663,4445,11143506,COMMUNITY HOSPITALS AND WELLNESS CENTERS BRYAN,433 WEST HIGH STREET,BRYAN,OH,43506,NOT AVAILABLE,(419) 636-1131,GENERAL ACUTE CARE,OPEN,98,WILLIAMS,39171,USA,41.474096909,-84.5566941559999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.chwchospital.com,1293,NOT AVAILABLE,39,NON-PROFIT,-999,98,NOT AVAILABLE,Y
4458,-9380290.6452,4828616.0182,4467,10845428,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,NOT AVAILABLE,(937) 268-6511,MILITARY,OPEN,460,MONTGOMERY,39113,USA,39.7426566830001,-84.2645845609999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.dayton.va.gov/,36007F,NOT AVAILABLE,39,GOVERNMENT - FEDERAL,-999,460,NOT AVAILABLE,Y
4578,-9229452.7775,4863156.168,4587,11443219,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,420 N JAMES RD,COLUMBUS,OH,43219,NOT AVAILABLE,(614) 257-5200,MILITARY,OPEN,-999,FRANKLIN,39049,USA,39.980824698,-82.9095849409999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2019/09/26 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.columbus.va.gov/,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
4599,-9391796.5757,4775757.481,4608,95,CINCINNATI CHILDREN'S LIBERTY,7777 YANKEE RD,MIDDLETOWN,OH,45044,NOT AVAILABLE,(513) 636-4200,CHILDREN,OPEN,42,BUTLER,39017,USA,39.3765772460001,-84.3679440929999,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.cincinnatichildrens.org/,1492,CHILDREN'S HOSPITAL MEDICAL CENTER LIBERTY CAMPUS,39,NON-PROFIT,-999,42,NOT AVAILABLE,Y
4601,-9374150.5947,4778443.0268,4610,90,BETHESDA ARROW SPRINGS-ER,100 ARROW SPRINGS BLVD,LEBANON,OH,45036,NOT AVAILABLE,(513) 282-7000,GENERAL ACUTE CARE,CLOSED,-999,WARREN,39165,USA,39.3952229550001,-84.2094275489999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov,2015/03/03 00:00:00,IMAGERY/OTHER,2015/05/22 00:00:00,http://www.trihealth.com/hospitals-and-practices/bethesda-arrow-springs/,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,-999,NOT AVAILABLE,Y
4725,-9299940.8151,5111476.3004,4735,6343608,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,NOT AVAILABLE,(419) 251-4200,GENERAL ACUTE CARE,OPEN,568,LUCAS,39095,USA,41.668669951,-83.542789756,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.mercyweb.org,1225,NOT AVAILABLE,39,NON-PROFIT,-999,568,"LEVEL I, LEVEL II PEDIATRIC",Y
4726,-9406759.484,4741875.3452,4736,122145229,CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,NOT AVAILABLE,(513) 636-4200,CHILDREN,OPEN,501,HAMILTON,39061,USA,39.140906365,-84.5023581849999,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,https://www.cincinnatichildrens.org,1186,NOT AVAILABLE,39,NON-PROFIT,-999,501,LEVEL I PEDIATRIC,Y
4727,-9383721.8081,4769214.7752,4737,30245040,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT LINDNER CENTER,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,NOT AVAILABLE,(513) 636-4200,PSYCHIATRIC,OPEN,16,WARREN,39165,USA,39.331130477,-84.2954072209999,622210,"CHILDREN'S HOSPITALS, PSYCHIATRIC OR SUBSTANCE ABUSE",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/22 00:00:00,https://www.cincinnatichildrens.org/service/p/psychiatry/,1500,NOT AVAILABLE,39,NON-PROFIT,-999,16,NOT AVAILABLE,N
4853,-8994551.6921,5047179.8092,4863,30144482,VIBRA MAHONING VALLEY HOSPITAL TRUMBULL CAMPUS,"1350 E MARKET ST, 9TH FLOOR",WARREN,OH,44482,NOT AVAILABLE,(330) 726-5021,LONG TERM CARE,OPEN,34,TRUMBULL,39155,USA,41.2357678280001,-80.7994325879999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/22 00:00:00,http://www.vhmvalley.com/trumbull_campus.aspx,1449,MAHONING VALLEY HOSPITAL TRUMBULL CAMPUS,39,PROPRIETARY,-999,34,NOT AVAILABLE,Y
4918,-9339365.5119,4995777.6378,4928,3045817,BLUFFTON HOSPITAL,"139 GARAU STREET, PO BOX 48",BLUFFTON,OH,45817,NOT AVAILABLE,(419) 358-9010,CRITICAL ACCESS,OPEN,39,ALLEN,39003,USA,40.887605696,-83.896947833,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.bvhealthsystem.org/?id=203&sid=1,1101,NOT AVAILABLE,39,NON-PROFIT,-999,39,NOT AVAILABLE,N
4971,-9162655.8418,4991600.0903,4981,844805,UNIVERSITY HOSPITALS SAMARITAN MEDICAL,1025 CENTER ST,ASHLAND,OH,44805,NOT AVAILABLE,(419) 289-0491,GENERAL ACUTE CARE,OPEN,123,ASHLAND,39005,USA,40.859228973,-82.3095378579999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.samaritanhospital.org,1104,SAMARITAN HOSPITAL - PEOPLES HOSPITAL,39,NON-PROFIT,-999,123,NOT AVAILABLE,Y
4974,-9012669.9145,5130988.7634,4984,16244041,UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,GENEVA,OH,44041,NOT AVAILABLE,(440) 466-1141,CRITICAL ACCESS,OPEN,25,ASHTABULA,39007,USA,41.799473821,-80.962191349,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.uhhs.com,1108,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
4989,-8970884.7483,5151632.1186,4999,3844030,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,"158 WEST MAIN ROAD, PO BOX 648",CONNEAUT,OH,44030,NOT AVAILABLE,(440) 593-1131,CRITICAL ACCESS,OPEN,25,ASHTABULA,39007,USA,41.937568685,-80.586828815,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.uhhospitals.org,1107,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,Y
5003,-9073040.6185,4986150.4922,5013,29944646,AULTMAN HOSPITAL WEST,2051 WALES AVENUE NW,MASSILLON,OH,44646,NOT AVAILABLE,(330) 497-3966,GENERAL ACUTE CARE,OPEN,8,STARK,39151,USA,40.822193343,-81.50451061,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,https://aultman.org,1443,NOT AVAILABLE,39,NON-PROFIT,-999,8,NOT AVAILABLE,N
5006,-8994050.1101,5143101.1632,5016,7044004,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,ASHTABULA,OH,44004,NOT AVAILABLE,(440) 997-2262,GENERAL ACUTE CARE,OPEN,249,ASHTABULA,39007,USA,41.880536555,-80.7949268,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.acmchealth.org,1106,NOT AVAILABLE,39,NON-PROFIT,-999,249,NOT AVAILABLE,Y
